Date,Symbol,Open,High,Low,Close,Volume
2023-06-01,PNJ,134.09,135.66,133.82,134.55,4109247
2023-06-02,PNJ,135.98,136.6,135.41,135.79,3088817
2023-06-03,PNJ,133.52,134.08,132.8,133.52,1584492
2023-06-04,PNJ,133.22,133.5,131.98,132.98,1273538
2023-06-05,PNJ,132.75,133.46,131.97,132.47,3110023
2023-06-06,PNJ,129.92,130.69,129.5,130.16,888589
2023-06-07,PNJ,135.07,135.77,133.58,134.81,1779591
2023-06-08,PNJ,136.72,137.88,136.29,136.72,1743183
2023-06-09,PNJ,135.5,136.02,134.37,135.13,2819969
2023-06-10,PNJ,137.33,138.09,136.71,137.24,4632732
2023-06-11,PNJ,142.48,143.17,141.26,142.34,1622549
2023-06-12,PNJ,142.84,144.13,142.19,142.59,4207284
2023-06-13,PNJ,143.79,144.28,142.53,143.29,1764512
2023-06-14,PNJ,146.79,147.18,146.31,146.76,3193379
2023-06-15,PNJ,148.04,149.5,146.41,147.83,2358119
2023-06-16,PNJ,146.17,147.0,145.3,146.23,4959920
2023-06-17,PNJ,146.49,147.16,145.53,145.98,2313537
2023-06-18,PNJ,148.94,150.28,148.4,149.33,4116978
2023-06-19,PNJ,152.82,154.13,152.22,152.92,1168618
2023-06-20,PNJ,152.59,153.73,151.4,152.42,1565079
2023-06-21,PNJ,153.45,155.17,152.21,153.86,2464984
2023-06-22,PNJ,154.06,154.98,153.19,153.78,2372536
2023-06-23,PNJ,154.63,155.44,153.82,154.43,2400134
2023-06-24,PNJ,154.79,155.68,153.33,154.81,1749463
2023-06-25,PNJ,153.88,154.3,153.33,153.86,3854509
2023-06-26,PNJ,156.4,157.66,155.79,156.43,884974
2023-06-27,PNJ,158.56,159.14,158.19,158.56,4809293
2023-06-28,PNJ,155.97,156.49,155.26,155.67,5184712
2023-06-29,PNJ,154.98,155.97,153.48,155.3,1845747
2023-06-30,PNJ,153.01,153.44,152.02,152.96,3503411
2023-07-01,PNJ,150.33,151.7,149.14,149.94,4537513
2023-07-02,PNJ,149.39,149.87,148.91,149.33,1978274
2023-07-03,PNJ,150.28,150.68,148.67,150.1,3430805
2023-07-04,PNJ,154.67,156.02,154.08,154.97,4956781
2023-07-05,PNJ,156.01,156.64,155.57,156.33,4961451
2023-07-06,PNJ,155.56,156.28,155.16,155.53,3518527
2023-07-07,PNJ,153.76,154.82,153.15,153.89,1938435
2023-07-08,PNJ,152.9,154.08,152.5,153.0,3880637
2023-07-09,PNJ,148.84,149.79,147.71,149.01,1685315
2023-07-10,PNJ,146.6,147.91,145.62,146.53,4045318
2023-07-11,PNJ,145.34,146.21,144.31,144.69,4320325
2023-07-12,PNJ,145.07,146.3,143.87,145.6,3073690
2023-07-13,PNJ,143.74,144.61,143.14,143.99,3188293
2023-07-14,PNJ,147.91,149.49,147.32,148.09,5096042
2023-07-15,PNJ,161.15,162.72,160.22,160.92,2530013
2023-07-16,PNJ,148.71,149.69,147.81,148.93,5207444
2023-07-17,PNJ,149.76,150.41,149.2,149.95,3302014
2023-07-18,PNJ,148.15,148.96,147.79,148.27,2972180
2023-07-19,PNJ,150.36,151.07,149.69,150.54,3656483
2023-07-20,PNJ,152.79,154.16,152.45,153.01,3409149
2023-07-21,PNJ,152.49,153.98,151.68,152.68,2679550
2023-07-22,PNJ,150.91,151.8,150.08,150.79,4381722
2023-07-23,PNJ,155.78,157.09,154.41,155.79,5566728
2023-07-24,PNJ,155.46,156.58,154.34,154.81,3568825
2023-07-25,PNJ,149.61,150.84,148.91,149.45,4446760
2023-07-26,PNJ,150.2,151.6,148.89,150.3,4066749
2023-07-27,PNJ,156.38,157.13,155.3,156.49,4334343
2023-07-28,PNJ,154.4,155.53,153.98,154.58,1303742
2023-07-29,PNJ,151.62,152.81,150.57,151.87,1542444
2023-07-30,PNJ,154.25,155.06,153.51,154.12,4465060
2023-07-31,PNJ,153.98,155.33,153.05,153.7,3357933
2023-08-01,PNJ,153.66,154.83,151.94,153.34,3647594
2023-08-02,PNJ,152.61,153.56,151.98,152.53,1666922
2023-08-03,PNJ,154.24,155.38,153.8,154.66,4077924
2023-08-04,PNJ,153.65,154.56,152.3,153.6,3925702
2023-08-05,PNJ,150.15,151.18,148.85,150.16,3382187
2023-08-06,PNJ,149.1,150.51,147.29,148.5,1513346
2023-08-07,PNJ,146.85,147.21,145.96,146.78,3963476
2023-08-08,PNJ,146.89,147.73,145.66,146.77,2477995
2023-08-09,PNJ,143.71,144.86,142.09,143.46,4508264
2023-08-10,PNJ,147.09,147.74,146.57,147.3,1737313
2023-08-11,PNJ,148.11,149.25,147.18,148.87,2271965
2023-08-12,PNJ,145.16,146.54,144.44,145.5,4903005
2023-08-13,PNJ,145.09,146.14,143.87,145.0,1573101
2023-08-14,PNJ,144.98,145.89,144.1,144.96,1242288
2023-08-15,PNJ,145.82,147.39,144.89,146.26,2991770
2023-08-16,PNJ,147.55,149.03,146.94,147.72,4390152
2023-08-17,PNJ,147.02,147.74,146.05,146.94,3058571
2023-08-18,PNJ,149.29,150.47,148.54,149.2,3306077
2023-08-19,PNJ,151.34,152.7,149.78,151.28,4617044
2023-08-20,PNJ,154.54,155.21,153.02,154.09,1472639
2023-08-21,PNJ,153.0,153.85,151.92,153.45,1584938
2023-08-22,PNJ,155.17,156.62,154.37,154.79,2450098
2023-08-23,PNJ,152.66,153.01,151.0,152.25,5002216
2023-08-24,PNJ,152.85,153.91,151.47,152.89,4106327
2023-08-25,PNJ,151.32,152.65,150.16,150.8,3152747
2023-08-26,PNJ,150.28,151.8,149.51,150.53,4558118
2023-08-27,PNJ,150.61,151.36,149.73,150.78,4844611
2023-08-28,PNJ,150.83,151.49,150.51,150.93,2261881
2023-08-29,PNJ,148.24,149.96,147.37,148.99,3657359
2023-08-30,PNJ,148.31,149.02,147.01,148.34,1296192
2023-08-31,PNJ,149.1,150.4,148.33,149.15,3530779
2023-09-01,PNJ,151.31,151.88,150.23,150.89,2071431
2023-09-02,PNJ,148.55,148.99,147.86,148.36,4969438
2023-09-03,PNJ,149.62,151.21,149.05,149.88,2431242
2023-09-04,PNJ,152.51,153.17,150.7,152.08,5003413
2023-09-05,PNJ,153.36,155.12,152.56,153.74,5053707
2023-09-06,PNJ,153.35,154.85,152.22,152.83,4336658
2023-09-07,PNJ,152.12,153.36,151.54,152.63,1212838
2023-09-08,PNJ,153.81,154.16,152.21,153.44,4414400
2023-09-09,PNJ,154.0,155.17,152.65,153.72,3114730
2023-09-10,PNJ,152.73,154.13,152.4,153.07,1720989
2023-09-11,PNJ,152.28,152.73,151.43,152.26,3479145
2023-09-12,PNJ,155.19,156.46,154.81,155.49,3409442
2023-09-13,PNJ,156.19,156.78,155.35,155.88,4647166
2023-09-14,PNJ,153.51,155.03,153.01,153.82,2767668
2023-09-15,PNJ,155.92,157.51,155.54,156.0,3454252
2023-09-16,PNJ,157.18,158.71,156.76,157.34,2585185
2023-09-17,PNJ,157.31,158.36,155.9,157.76,3951719
2023-09-18,PNJ,160.97,161.58,159.93,160.73,1385651
2023-09-19,PNJ,160.18,160.55,159.35,159.97,2789425
2023-09-20,PNJ,159.6,161.08,157.95,159.47,1453839
2023-09-21,PNJ,157.13,158.37,156.22,156.66,2694973
2023-09-22,PNJ,150.54,151.32,149.94,150.77,5561147
2023-09-23,PNJ,148.45,148.88,147.8,148.18,2748637
2023-09-24,PNJ,148.58,150.72,147.32,149.26,3139414
2023-09-25,PNJ,154.26,155.11,153.69,154.41,1679633
2023-09-26,PNJ,156.05,157.0,155.55,156.08,2351637
2023-09-27,PNJ,158.58,159.98,157.7,158.25,4304582
2023-09-28,PNJ,161.1,162.0,159.83,160.73,2281652
2023-09-29,PNJ,161.38,162.89,159.97,161.27,2734863
2023-09-30,PNJ,159.49,160.32,158.25,159.52,2820522
2023-10-01,PNJ,158.4,159.01,157.12,158.12,4324867
2023-10-02,PNJ,157.89,158.41,155.99,157.54,2383941
2023-10-03,PNJ,161.97,163.84,160.44,162.34,1411915
2023-10-04,PNJ,160.42,161.87,159.28,160.22,3653441
2023-10-05,PNJ,160.12,160.76,158.03,159.56,3358841
2023-10-06,PNJ,161.89,163.01,161.42,162.04,4419256
2023-10-07,PNJ,160.12,161.06,158.92,160.02,1184279
2023-10-08,PNJ,157.29,158.39,156.62,157.29,921898
2023-10-09,PNJ,159.79,160.19,158.83,159.44,1319137
2023-10-10,PNJ,156.9,158.45,155.38,156.76,1447161
2023-10-11,PNJ,161.11,162.51,160.1,161.35,3841862
2023-10-12,PNJ,161.32,162.43,160.47,161.3,4056787
2023-10-13,PNJ,165.43,165.8,164.7,165.29,1263622
2023-10-14,PNJ,161.64,163.23,161.13,161.8,3198832
2023-10-15,PNJ,166.95,168.09,165.32,166.66,1736925
2023-10-16,PNJ,167.6,168.3,166.8,167.68,1491489
2023-10-17,PNJ,171.44,172.44,169.85,171.47,3230040
2023-10-18,PNJ,170.5,171.16,168.96,170.5,4201487
2023-10-19,PNJ,170.65,172.26,169.59,171.04,1195050
2023-10-20,PNJ,174.23,175.87,172.65,174.51,2070567
2023-10-21,PNJ,170.83,172.2,169.35,170.49,4161242
2023-10-22,PNJ,168.14,169.98,167.74,168.34,4834315
2023-10-23,PNJ,167.53,169.33,167.1,167.89,1823394
2023-10-24,PNJ,164.14,165.18,162.73,163.42,2784293
2023-10-25,PNJ,159.48,160.19,158.58,159.7,1815662
2023-10-26,PNJ,158.4,159.15,157.95,158.3,1542129
2023-10-27,PNJ,162.17,162.72,161.6,162.11,4132248
2023-10-28,PNJ,162.16,163.38,161.32,162.28,1115630
2023-10-29,PNJ,161.39,162.98,160.06,161.25,2042007
2023-10-30,PNJ,160.02,161.18,158.92,160.42,1111746
2023-10-31,PNJ,161.42,162.92,160.19,161.2,3131516
2023-11-01,PNJ,156.84,158.47,155.49,157.09,4103790
2023-11-02,PNJ,160.75,161.82,160.22,160.95,1547013
2023-11-03,PNJ,161.68,162.73,160.94,162.15,2288113
2023-11-04,PNJ,160.59,161.81,159.46,160.65,4218802
2023-11-05,PNJ,155.47,156.4,154.83,155.55,3414898
2023-11-06,PNJ,159.3,160.85,157.72,159.2,2666489
2023-11-07,PNJ,158.31,158.65,157.31,158.19,4409878
2023-11-08,PNJ,159.23,160.55,157.85,159.23,4679225
2023-11-09,PNJ,158.22,159.97,156.75,158.42,840111
2023-11-10,PNJ,155.86,157.51,154.4,156.34,3954975
2023-11-11,PNJ,151.26,152.63,149.48,150.82,5493461
2023-11-12,PNJ,149.94,151.09,149.16,149.91,1760187
2023-11-13,PNJ,151.78,152.99,151.36,152.05,4580879
2023-11-14,PNJ,151.77,152.57,150.12,151.45,3816812
2023-11-15,PNJ,153.47,154.0,151.98,153.47,4847385
2023-11-16,PNJ,153.53,154.29,152.53,153.59,1012759
2023-11-17,PNJ,150.16,151.75,149.48,150.56,4368365
2023-11-18,PNJ,152.67,153.52,150.56,152.06,3560341
2023-11-19,PNJ,157.17,157.6,154.76,156.25,5289402
2023-11-20,PNJ,153.6,154.55,152.06,153.82,3569218
2023-11-21,PNJ,154.71,155.43,153.1,154.54,4718918
2023-11-22,PNJ,156.26,157.01,155.51,156.55,4271413
2023-11-23,PNJ,158.93,159.47,158.5,159.04,2699720
2023-11-24,PNJ,160.23,161.15,159.08,160.22,2423230
2023-11-25,PNJ,158.72,160.18,157.29,158.93,2699032
2023-11-26,PNJ,159.43,160.68,157.89,159.81,4164864
2023-11-27,PNJ,158.63,160.35,158.03,158.88,4001646
2023-11-28,PNJ,161.99,163.84,161.64,162.63,1955638
2023-11-29,PNJ,163.56,164.86,163.03,163.74,4758998
2023-11-30,PNJ,163.16,164.0,161.47,162.61,2725022
2023-12-01,PNJ,168.06,168.54,167.12,167.53,3136385
2023-12-02,PNJ,170.49,172.11,170.02,170.64,1442767
2023-12-03,PNJ,167.1,167.98,165.79,167.16,3283601
2023-12-04,PNJ,167.38,168.51,166.99,167.56,2705494
2023-12-05,PNJ,168.89,169.44,167.49,168.69,4301496
2023-12-06,PNJ,172.16,172.58,171.09,172.05,2504050
2023-12-07,PNJ,171.66,172.55,170.14,171.93,3538145
2023-12-08,PNJ,176.45,176.96,175.0,175.98,1851806
2023-12-09,PNJ,171.45,172.8,170.58,171.47,2620064
2023-12-10,PNJ,169.96,170.82,168.9,170.11,4260033
2023-12-11,PNJ,167.62,168.43,165.98,167.15,5334601
2023-12-12,PNJ,163.52,164.67,162.92,163.52,5362678
2023-12-13,PNJ,165.22,166.67,164.3,164.84,3776351
2023-12-14,PNJ,163.43,164.38,163.05,163.38,3395843
2023-12-15,PNJ,161.26,162.79,160.59,161.39,1541643
2023-12-16,PNJ,158.73,159.11,157.63,158.61,4009395
2023-12-17,PNJ,160.52,161.73,159.75,160.65,1457842
2023-12-18,PNJ,157.01,157.54,156.61,157.02,3100808
2023-12-19,PNJ,159.56,160.5,158.26,159.59,4214984
2023-12-20,PNJ,162.68,163.7,161.76,162.75,980168
2023-12-21,PNJ,162.92,164.23,161.67,163.1,4027992
2023-12-22,PNJ,170.03,171.28,169.51,169.87,1814081
2023-12-23,PNJ,172.01,172.96,169.73,171.41,1707567
2023-12-24,PNJ,179.07,179.69,177.5,179.0,2145065
2023-12-25,PNJ,179.75,180.39,179.25,179.96,2765136
2023-12-26,PNJ,176.96,177.61,176.01,177.21,3460850
2023-12-27,PNJ,176.53,178.21,176.16,177.39,1008159
2023-12-28,PNJ,176.44,176.85,174.58,176.33,968906
2023-12-29,PNJ,176.47,176.94,175.13,176.1,3516261
2023-12-30,PNJ,170.87,171.36,170.43,171.01,1045440
2023-12-31,PNJ,165.39,166.14,165.02,165.61,5069979
2024-01-01,PNJ,171.04,172.25,169.7,170.93,3688772
2024-01-02,PNJ,170.92,171.38,169.14,170.84,4117183
2024-01-03,PNJ,169.16,170.52,168.6,169.39,1470969
2024-01-04,PNJ,170.25,170.94,168.64,169.86,927530
2024-01-05,PNJ,170.99,172.85,169.91,171.64,1931690
2024-01-06,PNJ,169.34,170.16,168.69,169.68,5014234
2024-01-07,PNJ,172.23,173.77,170.57,172.09,3456955
2024-01-08,PNJ,176.95,177.96,176.43,177.29,4209643
2024-01-09,PNJ,175.64,177.2,174.48,175.4,2051158
2024-01-10,PNJ,181.81,182.59,180.59,182.22,5541334
2024-01-11,PNJ,181.27,182.53,179.93,181.28,4402271
2024-01-12,PNJ,186.62,188.23,184.51,185.98,5461892
2024-01-13,PNJ,184.73,186.52,183.83,184.84,4443080
2024-01-14,PNJ,186.7,188.63,185.0,186.91,4462310
2024-01-15,PNJ,186.48,187.91,185.65,186.91,4659432
2024-01-16,PNJ,184.68,185.48,182.88,184.92,929520
2024-01-17,PNJ,182.41,184.15,181.08,181.68,4230737
2024-01-18,PNJ,180.85,182.81,180.44,181.13,4325218
2024-01-19,PNJ,182.74,184.06,181.42,182.58,3594731
2024-01-20,PNJ,189.08,190.44,188.4,189.05,3636920
2024-01-21,PNJ,192.42,194.6,190.8,193.16,4448679
2024-01-22,PNJ,191.66,194.62,190.7,193.04,3727466
2024-01-23,PNJ,195.34,197.22,193.9,195.77,2181351
2024-01-24,PNJ,198.08,199.61,197.18,198.46,3908667
2024-01-25,PNJ,190.8,192.08,189.03,191.21,2494013
2024-01-26,PNJ,186.85,188.83,185.57,187.03,1581513
2024-01-27,PNJ,184.3,185.03,183.19,183.81,2571858
2024-01-28,PNJ,185.26,187.25,184.39,185.83,5005956
2024-01-29,PNJ,188.61,190.09,187.42,188.63,4294308
2024-01-30,PNJ,190.63,192.0,189.87,190.49,4337982
2024-01-31,PNJ,189.46,190.94,188.21,189.63,4571034
2024-02-01,PNJ,182.48,184.18,181.18,182.82,5219024
2024-02-02,PNJ,180.21,180.83,178.55,179.95,5308840
2024-02-03,PNJ,180.1,181.31,179.04,179.76,3493139
2024-02-04,PNJ,178.98,180.27,177.41,178.55,2403623
2024-02-05,PNJ,181.82,183.59,180.41,181.15,2058596
2024-02-06,PNJ,177.47,179.02,176.86,177.4,2892064
2024-02-07,PNJ,180.53,181.21,179.53,180.44,1085948
2024-02-08,PNJ,185.61,187.37,184.03,185.59,2164350
2024-02-09,PNJ,185.59,186.83,184.69,185.45,4230243
2024-02-10,PNJ,187.66,189.66,186.71,188.17,1125988
2024-02-11,PNJ,182.14,184.78,181.69,182.95,4453310
2024-02-12,PNJ,185.25,186.4,183.71,185.32,3072451
2024-02-13,PNJ,186.65,188.45,185.87,186.95,1792498
2024-02-14,PNJ,184.73,185.31,182.66,184.26,4730301
2024-02-15,PNJ,188.16,189.39,186.86,187.98,2044696
2024-02-16,PNJ,183.67,185.62,183.26,184.0,2951501
2024-02-17,PNJ,180.52,181.12,179.83,180.49,5315116
2024-02-18,PNJ,181.56,182.87,180.2,181.35,2235275
2024-02-19,PNJ,181.83,183.04,179.97,181.27,876718
2024-02-20,PNJ,183.32,184.02,181.14,182.54,4182569
2024-02-21,PNJ,181.94,183.46,179.78,181.56,3351255
2024-02-22,PNJ,183.11,184.59,181.96,183.34,2860433
2024-02-23,PNJ,183.98,185.91,182.94,184.42,1819838
2024-02-24,PNJ,184.95,185.79,183.95,184.65,4731327
2024-02-25,PNJ,181.03,181.73,180.06,180.87,2619381
2024-02-26,PNJ,179.56,180.13,177.65,178.89,2711052
2024-02-27,PNJ,173.92,174.39,173.22,173.84,5014350
2024-02-28,PNJ,173.3,174.23,172.31,173.61,3307627
2024-02-29,PNJ,174.06,174.61,172.04,173.11,3101768
2024-03-01,PNJ,174.11,176.05,173.36,174.79,2265044
2024-03-02,PNJ,170.76,172.18,169.23,170.78,2300150
2024-03-03,PNJ,172.53,173.8,171.35,172.86,3299848
2024-03-04,PNJ,175.56,177.58,174.48,176.02,4654697
2024-03-05,PNJ,173.98,175.18,172.8,173.88,4052710
2024-03-06,PNJ,178.62,179.59,177.73,178.48,1253383
2024-03-07,PNJ,179.87,180.75,179.02,179.86,2655270
2024-03-08,PNJ,182.75,184.38,181.38,182.76,1304722
2024-03-09,PNJ,181.74,182.44,181.25,181.65,2523437
2024-03-10,PNJ,177.74,179.48,176.42,178.14,1024791
2024-03-11,PNJ,180.34,181.48,178.32,180.1,3643204
2024-03-12,PNJ,185.56,186.9,185.04,185.88,4701722
2024-03-13,PNJ,184.85,186.22,183.2,184.49,3725978
2024-03-14,PNJ,189.2,190.21,188.76,189.47,3337852
2024-03-15,PNJ,192.08,193.07,190.21,192.24,1556054
2024-03-16,PNJ,190.13,191.31,189.12,190.68,1228333
2024-03-17,PNJ,195.07,196.14,193.84,195.03,2296767
2024-03-18,PNJ,192.14,193.02,191.3,192.33,2604741
2024-03-19,PNJ,194.91,195.37,193.2,194.23,3236868
2024-03-20,PNJ,193.19,195.24,192.64,193.62,1511076
2024-03-21,PNJ,189.79,190.77,188.68,189.91,5119664
2024-03-22,PNJ,193.74,194.37,192.42,193.58,2650501
2024-03-23,PNJ,187.95,188.51,186.62,187.61,1844354
2024-03-24,PNJ,184.0,185.8,183.21,184.52,2753383
2024-03-25,PNJ,182.05,182.62,181.47,182.2,4014998
2024-03-26,PNJ,188.57,189.84,186.45,188.24,5477825
2024-03-27,PNJ,186.85,187.84,185.13,186.7,3526014
2024-03-28,PNJ,186.01,187.26,184.56,186.28,1022141
2024-03-29,PNJ,187.17,188.79,185.87,187.4,1169030
2024-03-30,PNJ,187.32,189.14,186.94,187.58,1746862
