date,Change,open,high,low,close,volume,Value,Market_Cap
2018-04-10,-0.52,1207.62,1211.34,1192.22,1198.12,286340013.0,9195.27,3258526.42
2018-04-11,-2.59,1201.51,1202.46,1167.11,1167.11,285291272.0,9243.03,3174843.32
2018-04-12,0.51,1162.48,1173.02,1153.64,1173.02,179577087.0,5914.57,3190392.25
2018-04-13,-1.35,1178.57,1181.52,1153.93,1157.14,195463355.0,7298.64,3147814.28
2018-04-16,-0.75,1156.49,1159.45,1141.81,1148.49,196039797.0,7798.92,3123862.06
2018-04-17,0.42,1149.02,1156.7,1139.33,1153.28,174859690.0,5343.0,3137421.66
2018-04-18,-1.28,1153.28,1160.32,1138.42,1138.53,171343406.0,5276.61,3097689.81
2018-04-19,-3.86,1137.99,1138.53,1094.63,1094.63,203715723.0,7262.78,2997902.6
2018-04-20,2.3,1095.84,1119.86,1078.01,1119.86,214184308.0,9265.21,3066546.54
2018-04-23,-3.85,1124.33,1127.24,1076.78,1076.78,217223209.0,7065.39,2948550.84
2018-04-24,0.37,1064.86,1084.89,1048.68,1080.74,186463040.0,6266.71,2959842.66
2018-04-26,-3.32,1082.52,1082.52,1039.35,1044.86,207301570.0,6682.52,2868247.83
2018-04-27,0.52,1037.36,1054.94,1031.89,1050.26,190763045.0,5818.38,2882247.46
2018-05-02,-2.02,1053.26,1053.52,1024.75,1029.08,182993306.0,5718.82,2823273.92
2018-05-03,-0.25,1018.47,1029.08,1003.79,1026.46,201591155.0,6379.42,2815935.56
2018-05-04,0.03,1032.12,1037.02,1022.14,1026.8,161918676.0,4857.18,2817160.62
2018-05-07,3.45,1034.64,1062.26,1026.8,1062.26,151869045.0,4595.07,2914509.89
2018-05-08,-0.17,1061.12,1072.28,1057.24,1060.45,169574634.0,5083.94,2909315.03
2018-05-09,-0.33,1058.33,1069.8,1051.79,1056.97,158292418.0,4863.51,2900020.68
2018-05-10,-2.66,1058.22,1059.34,1025.75,1028.87,203199633.0,6551.52,2823311.64
2018-05-11,1.55,1026.34,1044.85,1014.3,1044.85,133958801.0,4020.07,2867377.03
2018-05-14,2.12,1051.69,1066.98,1042.31,1066.98,135506471.0,4068.43,2927797.77
2018-05-15,0.61,1072.25,1084.2,1066.98,1073.5,157878759.0,4544.04,2945359.89
2018-05-16,-1.76,1073.5,1073.5,1052.18,1054.62,147997272.0,3779.67,2893748.25
2018-05-17,-2.27,1055.21,1057.84,1030.64,1030.64,129158125.0,4207.96,3124405.48
2018-05-18,0.96,1033.33,1040.84,1013.57,1040.54,407433870.0,34922.12,3155943.32
2018-05-21,-2.46,1043.82,1043.82,1014.98,1014.98,121868402.0,3589.54,3077571.2
2018-05-22,-2.86,1006.18,1015.97,976.73,985.91,180056246.0,5171.62,2993990.5
2018-05-23,0.31,974.8,995.25,965.92,988.94,178574430.0,6256.83,3003320.96
2018-05-24,-0.31,992.24,995.82,974.14,985.92,128768319.0,4075.32,2994259.09
2018-05-25,-2.23,981.47,987.56,963.9,963.9,147741595.0,4482.62,2928189.93
2018-05-28,-3.34,938.86,963.9,927.47,931.75,218740970.0,6001.85,2830693.63
2018-05-29,2.19,925.89,958.96,916.0,952.18,181915261.0,5127.17,2892623.46
2018-05-30,-0.39,953.41,953.41,932.26,948.5,145952094.0,4566.86,2881580.3
2018-05-31,2.4,947.96,975.51,945.29,971.25,181235486.0,5902.2,2950590.09
2018-06-01,2.23,973.67,995.06,971.25,992.87,203081880.0,5852.8,3016366.98
2018-06-04,2.11,994.48,1013.78,992.01,1013.78,165295600.0,5010.11,3199641.53
2018-06-05,0.88,1013.59,1025.26,1011.59,1022.74,211691644.0,7734.92,3231332.96
2018-06-06,1.15,1020.97,1034.5,1012.98,1034.5,161424647.0,4934.85,3268280.27
2018-06-07,0.21,1038.93,1043.71,1030.79,1036.69,172658090.0,4963.59,3275248.91
2018-06-08,0.22,1032.59,1039.07,1026.94,1039.01,147668723.0,4444.14,3282707.02
2018-06-11,0.0,1033.55,1045.6,1029.19,1039.02,184839827.0,7428.0,3283233.47
2018-06-12,-1.76,1033.55,1039.02,1005.1,1020.76,210808586.0,6209.52,3225751.1
2018-06-13,0.96,1017.93,1030.53,1017.93,1030.53,114624850.0,3742.89,3255946.59
2018-06-14,-1.44,1032.62,1033.32,1015.72,1015.72,164427113.0,4368.61,3208451.93
2018-06-15,0.08,1012.71,1018.95,1006.75,1016.51,164954583.0,4894.63,3213998.59
2018-06-18,-2.87,1012.71,1018.98,986.88,987.34,180463847.0,4530.22,3120377.76
2018-06-19,-2.55,972.38,987.34,941.57,962.16,250122410.0,6739.92,3040740.18
2018-06-20,1.95,957.37,980.95,955.61,980.95,153725275.0,3951.56,3102775.58
2018-06-21,-1.18,979.57,980.95,966.28,969.4,115863417.0,3066.53,3066246.64
2018-06-22,1.42,963.89,983.57,959.91,983.17,131559518.0,3656.48,3110081.28
2018-06-25,0.75,997.34,997.34,983.17,990.52,141016443.0,3287.27,3133371.35
2018-06-26,-0.76,977.78,990.52,970.75,983.02,163126785.0,3396.32,3117920.52
2018-06-27,-1.44,981.44,984.46,968.91,968.91,178618950.0,5830.49,3073129.91
2018-06-28,-1.19,964.76,976.12,954.46,957.35,157128230.0,3797.76,3036509.8
2018-06-29,0.36,955.64,962.93,950.48,960.78,140916713.0,3614.89,3054950.54
2018-07-02,-1.42,955.18,960.78,932.66,947.15,167726624.0,4037.59,3013951.56
2018-07-03,-4.34,945.87,947.15,906.01,906.01,179732904.0,4427.37,2882889.24
2018-07-04,0.99,904.34,914.99,890.83,914.99,127049129.0,3321.89,2911438.62
2018-07-05,-1.7,914.48,921.85,892.67,899.4,140920025.0,3450.94,2861948.63
2018-07-06,2.01,895.7,921.75,891.92,917.51,158240265.0,3612.01,2920000.51
2018-07-09,-0.26,922.72,929.5,915.12,915.12,118710016.0,2613.88,2909900.37
2018-07-10,-0.44,919.44,921.96,911.12,911.12,117174556.0,2646.04,2899569.02
2018-07-11,-1.97,898.08,911.12,885.09,893.16,156522188.0,3558.5,2842225.91
2018-07-12,0.6,891.21,905.72,884.75,898.51,112874757.0,2255.06,2857483.42
2018-07-13,1.25,904.8,912.53,898.51,909.72,138098938.0,2633.1,2893614.58
2018-07-16,0.15,914.22,917.63,905.27,911.11,135156960.0,3364.56,2898134.41
2018-07-17,1.12,905.32,921.27,902.02,921.27,154392244.0,3381.21,2930684.74
2018-07-18,2.29,926.14,942.39,921.27,942.39,222546269.0,4800.42,2997757.21
2018-07-19,0.17,942.39,947.07,939.58,943.97,198700532.0,4469.49,3002462.32
2018-07-20,-1.12,938.83,943.97,930.26,933.39,200838301.0,4618.91,2968965.97
2018-07-23,0.53,931.52,949.14,930.25,936.74,205734655.0,4423.6,2979492.13
2018-07-24,-0.28,938.66,939.07,926.3,934.08,202770685.0,4419.7,2975197.42
2018-07-25,-0.7,936.57,938.33,927.58,927.58,230408100.0,4354.02,2954337.1
2018-07-26,0.28,928.96,930.32,920.99,930.16,195058620.0,3588.08,2962630.85
2018-07-27,0.58,933.21,937.23,928.82,935.52,177491888.0,3514.29,2979760.11
2018-07-30,1.52,940.76,949.73,935.52,949.73,192626276.0,3690.52,3024960.25
2018-07-31,0.7,948.56,959.07,947.32,956.39,242039321.0,4653.08,3045694.23
2018-08-01,-0.38,957.35,960.05,949.89,952.77,200891252.0,4334.96,3037389.37
2018-08-02,0.08,952.75,953.55,942.39,953.55,211409737.0,4217.41,3039737.36
2018-08-03,0.63,957.92,966.1,953.55,959.6,195164993.0,4526.96,3069614.23
2018-08-06,0.07,960.12,962.99,955.42,960.23,229293851.0,5221.18,3071016.53
2018-08-07,-0.36,957.7,962.02,953.71,956.79,160717400.0,4714.08,3059911.28
2018-08-08,0.99,958.31,966.27,956.79,966.27,154700118.0,3548.08,3090306.99
2018-08-09,-0.29,968.57,972.52,963.5,963.5,167352924.0,4218.16,3080813.0
2018-08-10,0.52,955.04,968.47,955.04,968.47,184454472.0,3930.01,3097501.03
2018-08-13,0.99,966.46,978.04,963.41,978.04,212747577.0,4996.68,3127929.98
2018-08-14,0.02,979.66,981.42,974.47,978.27,176229010.0,4083.04,3088813.07
2018-08-15,-1.73,980.93,982.0,961.37,961.37,188689694.0,4429.2,3074588.63
2018-08-16,0.3,952.83,964.28,947.09,964.28,173396294.0,4295.13,3083793.52
2018-08-17,0.48,971.4,975.52,964.28,968.88,150831609.0,3487.01,3099775.97
2018-08-20,0.08,970.81,973.57,966.46,969.62,180286277.0,3949.23,3102197.47
2018-08-21,0.99,968.46,979.21,968.45,979.21,200280740.0,4402.65,3133285.4
2018-08-22,0.3,979.21,986.36,979.21,982.15,203562362.0,4463.85,3142626.14
2018-08-23,0.53,984.12,989.45,982.15,987.36,146355918.0,3457.47,3160194.45
2018-08-24,-0.03,985.49,989.21,982.88,987.05,179652082.0,4461.34,3159094.88
2018-08-27,0.49,990.77,994.54,987.05,991.92,187919315.0,4315.48,3174606.41
2018-08-28,0.33,991.92,995.29,989.81,995.19,174536524.0,4163.14,3185163.59
2018-08-29,-0.71,994.96,995.19,987.47,988.17,175121172.0,3866.42,3163236.83
2018-08-30,1.0,987.62,998.07,983.43,998.07,185513008.0,4451.03,3194309.08
2018-08-31,-0.85,998.55,1003.06,989.54,989.54,185616227.0,4711.86,3167421.48
2018-09-04,-1.37,990.79,1003.06,975.94,975.94,185152779.0,3905.95,3124025.41
2018-09-05,-0.77,975.05,978.78,964.8,968.44,180628274.0,4200.94,3102381.81
2018-09-06,-1.06,968.37,970.84,957.99,958.19,158924428.0,3392.67,3068960.23
2018-09-07,1.12,955.5,968.9,955.5,968.9,169075540.0,3382.94,3103323.21
2018-09-10,0.15,969.74,974.59,968.19,970.34,188688028.0,3452.97,3108062.79
2018-09-11,1.52,968.41,985.06,967.92,985.06,192348822.0,4359.86,3155345.67
2018-09-12,0.2,990.0,994.83,985.06,987.01,181733720.0,3906.92,3161416.61
2018-09-13,0.1,987.48,992.96,985.06,987.95,171494235.0,3694.03,3164625.87
2018-09-14,0.34,987.95,995.55,987.95,991.34,174343506.0,4075.57,3175579.39
2018-09-17,-0.38,991.03,993.83,987.02,987.61,164043388.0,3844.96,3163363.82
2018-09-18,0.6,983.43,993.49,981.89,993.49,196294194.0,4583.49,3182655.98
2018-09-19,0.21,998.65,1001.83,993.49,995.54,243632710.0,5039.51,3189280.32
2018-09-20,0.92,995.54,1004.74,995.54,1004.74,203998854.0,4961.63,3218647.72
2018-09-21,-0.18,1006.25,1009.1,1000.39,1002.97,300727501.0,9006.08,3213336.42
2018-09-24,0.83,1008.06,1011.29,1002.97,1011.29,185767286.0,4288.71,3240202.25
2018-09-25,-0.05,1011.84,1014.53,1008.67,1010.74,230156870.0,4786.83,3238305.37
2018-09-26,-0.11,1008.93,1014.86,1007.44,1009.61,260171777.0,5052.56,3235928.62
2018-09-27,0.57,1012.57,1017.78,1009.61,1015.37,206513381.0,4882.91,3254724.82
2018-09-28,0.17,1019.34,1020.84,1015.37,1017.13,246584742.0,6073.39,3258406.04
2018-10-01,-0.42,1020.11,1023.87,1012.88,1012.88,247451695.0,5877.57,3246673.46
2018-10-02,0.58,1014.26,1021.51,1012.88,1018.79,357523377.0,17225.28,3276053.42
2018-10-03,0.16,1021.08,1024.59,1016.47,1020.4,173693870.0,3922.29,3281628.97
2018-10-04,0.32,1024.68,1024.68,1020.4,1023.62,195870279.0,4649.11,3291986.12
2018-10-05,-1.49,1020.21,1023.62,1008.39,1008.39,290602181.0,11217.5,3243273.24
2018-10-08,-1.22,1003.31,1008.39,996.12,996.12,203814694.0,4923.46,3203943.93
2018-10-09,0.01,998.7,1001.87,996.12,996.19,201377001.0,4206.58,3204287.79
2018-10-10,-0.22,998.66,999.62,991.22,993.96,189839089.0,4187.88,3197051.39
2018-10-11,-4.84,972.21,993.96,938.83,945.89,352319651.0,7685.6,3040336.69
2018-10-12,2.56,939.2,970.08,933.35,970.08,227895049.0,4969.15,3120865.82
2018-10-15,-1.9,968.8,970.08,951.64,951.64,143094536.0,3330.13,3061420.42
2018-10-16,1.23,950.36,963.69,950.36,963.37,147985519.0,3711.41,3091863.33
2018-10-17,0.85,973.14,975.27,963.37,971.6,151562133.0,3735.4,3125636.96
2018-10-18,-0.84,968.93,971.6,962.68,963.47,145016530.0,3212.92,3099640.1
2018-10-19,-0.53,949.94,963.47,945.83,958.36,152331388.0,3873.89,3083434.12
2018-10-22,-0.51,958.36,963.79,953.51,953.51,147040376.0,3592.09,3068137.06
2018-10-23,-1.45,950.12,953.51,925.38,939.68,200028798.0,4721.39,3023862.69
2018-10-24,-1.8,935.25,939.68,922.73,922.73,148892679.0,3495.46,2971161.54
2018-10-25,-1.36,902.59,922.73,885.34,910.17,175043582.0,4047.49,2930507.64
2018-10-26,-1.03,918.11,918.16,900.82,900.82,156925397.0,3185.79,2900191.77
2018-10-29,-1.33,895.05,900.82,884.92,888.82,138533198.0,3059.6,2861642.37
2018-10-30,-0.01,881.32,894.8,880.85,888.69,132237292.0,2824.1,2861120.14
2018-10-31,2.93,894.23,914.76,888.69,914.76,191963100.0,4522.26,2945014.64
2018-11-01,-0.74,915.52,918.84,888.69,907.96,177895187.0,5889.89,2923236.82
2018-11-02,1.86,911.35,927.62,888.69,924.86,221725408.0,4316.32,2977351.5
2018-11-05,0.07,920.87,925.53,915.77,925.53,133567755.0,2863.27,2979450.62
2018-11-06,-0.38,931.0,931.27,921.93,922.05,136566101.0,2840.43,2968304.34
2018-11-07,0.01,922.03,924.6,915.41,922.16,141600460.0,3006.63,2968713.86
2018-11-08,0.45,928.69,932.86,922.16,926.28,143684863.0,2549.31,2982096.84
2018-11-09,-1.29,921.11,926.28,914.29,914.29,147757465.0,3018.28,2943805.46
2018-11-12,0.42,909.36,918.99,903.95,918.12,122555330.0,2453.49,2956833.82
2018-11-13,-1.1,904.35,918.12,903.48,907.99,169360048.0,3550.87,2925021.44
2018-11-14,-0.78,904.16,910.58,898.83,900.93,139408658.0,3101.6,2901776.19
2018-11-15,-0.42,901.13,903.83,892.5,897.15,161555072.0,3592.86,2889666.67
2018-11-16,0.12,901.44,903.21,894.14,898.19,157126898.0,3088.32,2892788.08
2018-11-19,1.99,902.65,916.06,898.19,916.06,144588987.0,3071.35,2950241.91
2018-11-20,0.32,909.76,919.02,909.76,919.02,156125230.0,3800.23,2959758.44
2018-11-21,0.39,909.83,922.56,907.47,922.56,146610520.0,3322.77,2971314.39
2018-11-22,0.2,924.93,926.15,922.02,924.42,149875295.0,3452.96,2978195.21
2018-11-23,-0.7,923.91,925.59,916.87,917.97,132033586.0,2471.15,2957283.93
2018-11-26,0.33,915.67,921.96,914.43,921.03,116116834.0,3337.51,2967122.85
2018-11-27,0.23,925.31,930.37,921.03,923.12,150368352.0,3439.53,2973887.67
2018-11-28,0.77,922.29,930.2,922.18,930.2,134987965.0,3109.16,2999254.31
2018-11-29,-0.37,934.88,937.75,926.79,926.79,130384860.0,2807.94,2988374.53
2018-11-30,-0.03,924.49,928.92,921.08,926.54,157132488.0,3938.55,2987813.01
2018-12-03,2.7,937.7,951.59,926.54,951.59,207953614.0,4692.44,3068603.22
2018-12-04,0.76,952.97,960.44,950.89,958.84,226059356.0,4888.18,3092237.86
2018-12-05,-0.18,950.34,960.87,946.97,957.14,210997662.0,4683.61,3087227.38
2018-12-06,-0.24,957.14,959.58,948.44,954.82,177813093.0,3731.56,3079854.26
2018-12-07,0.39,956.49,962.39,954.82,958.59,189692360.0,4260.22,3092064.92
2018-12-10,-0.28,955.06,958.59,951.5,955.89,212226558.0,4829.36,3083825.7
2018-12-11,-0.14,955.93,957.97,949.4,954.58,179967157.0,3883.34,3079713.54
2018-12-12,0.7,956.32,961.28,954.58,961.28,219546035.0,4882.04,3101411.21
2018-12-13,-0.11,961.28,966.83,960.1,960.25,171323065.0,3774.56,3098161.79
2018-12-14,-0.85,958.78,960.25,951.04,952.04,198998891.0,4604.11,3071844.39
2018-12-17,-1.93,948.09,952.04,933.65,933.65,252994398.0,5122.72,3012558.36
2018-12-18,-0.69,933.65,933.65,917.03,927.25,174016610.0,4182.33,2991881.43
2018-12-19,-0.86,926.35,927.25,914.66,919.24,183236264.0,4295.32,2966076.23
2018-12-20,-0.11,915.5,921.79,914.18,918.24,142881083.0,3229.14,2962216.72
2018-12-21,-0.65,911.57,918.24,907.88,912.26,194021404.0,4895.18,2944648.71
2018-12-24,-0.41,912.9,916.41,908.56,908.56,153635310.0,3166.11,2932645.44
2018-12-25,-1.17,893.53,908.56,882.17,897.94,245577359.0,4976.04,2898604.78
2018-12-26,-0.69,896.63,899.49,890.86,891.75,137428936.0,2694.04,2878862.26
2018-12-27,1.02,904.8,918.24,882.17,900.81,150229157.0,3008.96,2907960.2
2018-12-28,-0.92,903.79,906.63,891.75,892.54,174430626.0,3374.1,2881879.55
2019-01-02,-0.09,903.79,906.63,891.1,891.75,106682750.0,2217.04,2879104.93
2019-01-03,-1.52,889.78,892.21,872.12,878.22,151816745.0,2951.44,2836581.32
2019-01-04,0.31,872.69,881.48,861.85,880.9,133182976.0,2533.1,2845041.96
2019-01-07,0.99,890.47,896.63,880.9,889.64,125858999.0,2434.06,2873165.73
2019-01-08,-0.25,891.37,891.87,883.67,887.44,107002355.0,2086.24,2866175.93
2019-01-09,1.08,890.26,897.25,887.44,896.99,158483147.0,2786.64,2896976.57
2019-01-10,0.15,897.85,899.47,895.17,898.3,129343689.0,2526.17,2901159.52
2019-01-11,0.49,899.1,904.37,898.3,902.71,129890920.0,2683.41,2921520.46
2019-01-14,-0.1,903.83,903.83,897.18,901.8,142411021.0,2648.73,2954725.93
2019-01-15,0.87,901.21,909.68,898.92,909.68,124839735.0,2523.25,2981731.64
2019-01-16,-0.11,911.32,912.48,906.39,908.7,161988751.0,3533.66,2978504.59
2019-01-17,-0.75,908.48,909.06,901.89,901.89,132314850.0,2302.0,2953306.07
2019-01-18,0.05,902.7,906.35,900.64,902.3,139195280.0,3719.65,2957552.15
2019-01-21,0.97,905.25,911.74,902.3,911.05,164353539.0,3154.59,2986140.22
2019-01-22,-0.49,912.73,913.37,906.55,906.55,150899563.0,2562.8,2971711.98
2019-01-23,0.16,905.73,910.12,905.12,908.02,127437780.0,2560.68,2977220.26
2019-01-24,0.08,908.56,910.59,906.59,908.79,109636847.0,2609.59,2974752.41
2019-01-25,0.01,908.86,911.59,907.96,908.88,115786522.0,2484.13,2979754.71
2019-01-28,0.36,912.53,913.43,908.88,912.18,125508675.0,2248.89,2990632.85
2019-01-29,0.41,913.67,915.93,907.09,915.93,119199720.0,2548.81,3002959.99
2019-01-30,-0.01,914.08,917.8,913.48,915.84,132760608.0,2716.92,3002742.16
2019-01-31,-0.57,919.51,920.36,910.38,910.65,135611470.0,2926.56,2985648.7
2019-02-01,-0.22,911.98,912.81,907.52,908.67,137066092.0,3501.77,2979287.93
2019-02-11,1.92,916.98,926.1,908.67,926.1,123347865.0,2788.6,3036258.33
2019-02-12,1.24,930.37,938.64,926.1,937.54,186256419.0,3972.3,3073875.64
2019-02-13,0.82,937.61,945.25,937.34,945.25,212897526.0,4743.59,3099082.09
2019-02-14,0.75,946.21,953.66,945.25,952.34,179699603.0,4685.96,3122332.84
2019-02-15,-0.15,951.9,955.4,948.26,950.89,157626720.0,3518.38,3117554.08
2019-02-18,1.09,954.85,961.3,950.89,961.3,193399548.0,3973.59,3151599.21
2019-02-19,0.32,962.84,971.92,961.3,964.35,228333540.0,5026.47,3161872.59
2019-02-20,0.65,964.37,972.75,964.35,970.58,169541615.0,3864.61,3183869.72
2019-02-21,1.75,972.82,987.57,970.31,987.57,176856625.0,4283.18,3239431.14
2019-02-22,0.14,983.99,993.05,982.86,988.91,212577729.0,4655.06,3243968.5
2019-02-25,0.56,996.06,999.9,988.91,994.43,225671802.0,4998.6,3262220.71
2019-02-26,-0.74,991.63,996.44,979.24,987.06,250091695.0,5013.98,3238583.14
2019-02-27,0.33,990.06,994.46,987.06,990.27,256596694.0,4915.24,3249186.77
2019-02-28,-2.5,989.84,990.27,965.47,965.47,222642380.0,5188.34,3168319.66
2019-03-01,1.47,971.05,980.82,965.47,979.63,166417455.0,3686.9,3214779.3
2019-03-04,1.47,983.5,994.46,979.63,993.99,234389447.0,4908.28,3261817.36
2019-03-05,-0.15,990.08,1000.25,987.92,992.45,295958096.0,5780.86,3256861.62
2019-03-06,0.21,993.01,994.49,985.51,994.49,244821252.0,4488.86,3263178.67
2019-03-07,-0.05,995.65,1004.55,994.03,994.03,209715357.0,4586.22,3261028.93
2019-03-08,-0.88,987.89,994.03,984.48,985.25,201224801.0,4116.36,3232248.41
2019-03-11,-0.07,982.94,987.11,981.34,984.6,177480784.0,3595.68,3230129.9
2019-03-12,1.7,991.14,1001.32,984.6,1001.32,206006519.0,4578.27,3284847.3
2019-03-13,0.41,1003.75,1009.77,1001.32,1005.41,227617946.0,4925.94,3298464.17
2019-03-14,0.41,1006.37,1011.39,1002.09,1009.56,198409806.0,3954.59,3312477.67
2019-03-15,-0.54,1008.44,1008.44,1001.1,1004.12,248704934.0,6336.04,3294205.49
2019-03-18,0.77,1004.12,1013.29,1004.12,1011.86,229852143.0,5283.72,3320472.34
2019-03-19,-0.52,1013.75,1014.51,1004.22,1006.59,236096439.0,5733.51,3303259.72
2019-03-20,-0.43,1002.86,1006.59,992.02,1002.3,299014177.0,7927.87,3289192.19
2019-03-21,-2.05,1005.12,1006.37,981.78,981.78,199707625.0,4228.97,3222162.87
2019-03-22,0.71,984.9,990.07,981.3,988.71,205659684.0,4601.81,3245059.86
